N,Site Number,Site Location,Cluster Name,Site Acronym,Date,Month,Sample type,TN,TDN,TP,DP,NO3-N,NH4-N ppm,DON,nutrients comments,Year,5-year,Season
708,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,9/11/2001,9/1/2001,,0.31,0.333,15.6,3.8,,,,,2001,2001-05,Summer
709,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,9/11/2001,9/1/2001,,0.262,0.275,15,14.2,,,,,2001,2001-05,Summer
710,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,9/11/2001,9/1/2001,,0.258,0.262,40.8,27.6,,,,,2001,2001-05,Summer
711,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,9/13/2001,9/1/2001,,1.426,0.448,36.2,17,,,,,2001,2001-05,Summer
712,R9A,Saguaro Lake near inlet,salt,saguaro-epi,9/13/2001,9/1/2001,,0.715,0.349,20,18.6,,,,,2001,2001-05,Summer
713,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,9/13/2001,9/1/2001,,0.427,0.305,17.8,8,,,,,2001,2001-05,Summer
714,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,9/13/2001,9/1/2001,,0.757,0.715,29,22,,,,,2001,2001-05,Summer
715,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,9/13/2001,9/1/2001,,0.628,0.278,31,18,,,,,2001,2001-05,Summer
716,R11,CAP Canal at Cross-connect,cap,cap @ x con,9/13/2001,9/1/2001,,0.397,0.276,14.6,7.4,,,,,2001,2001-05,Summer
717,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,9/13/2001,9/1/2001,,0.609,0.27,37.8,16.8,,,,,2001,2001-05,Summer
718,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,9/13/2001,9/1/2001,,0.368,0.349,36.4,18.4,,,,,2001,2001-05,Summer
719,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,9/12/2001,9/1/2001,,0.445,0.539,35.2,13.6,,,,,2001,2001-05,Summer
720,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,9/12/2001,9/1/2001,,,,,,,,,,2001,2001-05,Summer
721,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,9/12/2001,9/1/2001,,0.585,0.544,23.4,17.2,,,,,2001,2001-05,Summer
722,R17,Deer Valley WTP treated water,srp,deer valley-treated,9/12/2001,9/1/2001,,,,,,,,,,2001,2001-05,Summer
723,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,9/12/2001,9/1/2001,,0.354,0.248,11.4,19.8,,,,,2001,2001-05,Summer
724,R19,Val Vista WTP treated water,srp,val vista-treated,9/12/2001,9/1/2001,,,,,,,,,,2001,2001-05,Summer
725,field_blank,field blank,,field,,9/1/2001,,,,,,,,,,2001,2001-05,Summer
726,lab_blank,laboratory blank,,lab,,9/1/2001,,,,,,,,,,2001,2001-05,Summer
727,R20,Verde River at Tangle,verde,verde abv horseshoe,,9/1/2001,,0.766,0.301,149.8,16,,,,,2001,2001-05,Summer
728,R25,verde river at beeline highway,verde,verde @ beeline,9/13/2001,9/1/2001,,0.287,0.235,14.6,12.4,,,,,2001,2001-05,Summer
729,R26,AZ Canal - 19th avenue,srp,az canal @ 19 ave.,9/12/2001,9/1/2001,,0.73,0.396,27.2,19.4,,,,,2001,2001-05,Summer
730,R1,CAP canal above Waddell Canal,cap,cap-siphon,10/16/2001,10/1/2001,,0.288,0.289,6.1,5,,,,,2001,2001-05,Fall
731,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,10/16/2001,10/1/2001,,0.334,0.295,9.7,6.5,,,,,2001,2001-05,Fall
732,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,10/16/2001,10/1/2001,,0.351,0.315,12.4,5,,,,,2001,2001-05,Fall
733,R3,Waddell Canal,cap,waddell canal,10/16/2001,10/1/2001,,0.355,0.332,31,20.6,,,,,2001,2001-05,Fall
734,R4,Cap Canal at 7th St.,cap,cap @ 7th st,10/17/2001,10/1/2001,,0.303,0.271,16.7,14.5,,,,,2001,2001-05,Fall
735,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,10/17/2001,10/1/2001,,0.29,0.265,16,11.4,,,,,2001,2001-05,Fall
736,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,10/16/2001,10/1/2001,,0.352,0.21,65.9,23.5,,,,,2001,2001-05,Fall
737,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,10/16/2001,10/1/2001,,0.261,0.213,15.9,6.2,,,,,2001,2001-05,Fall
738,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,10/16/2001,10/1/2001,,,,,,,,,,2001,2001-05,Fall
739,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,10/16/2001,10/1/2001,,0.319,0.269,87,8.7,,,,,2001,2001-05,Fall
740,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,10/18/2001,10/1/2001,,0.704,0.297,19.7,12.3,,,,,2001,2001-05,Fall
741,R9A,Saguaro Lake near inlet,salt,saguaro-epi,10/18/2001,10/1/2001,,0.409,0.351,21.2,12,,,,,2001,2001-05,Fall
742,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,10/18/2001,10/1/2001,,0.409,0.338,23.4,14.7,,,,,2001,2001-05,Fall
743,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,10/18/2001,10/1/2001,,0.446,0.356,23.7,21.6,,,,,2001,2001-05,Fall
744,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,10/18/2001,10/1/2001,,0.367,,14.2,9.7,,,,,2001,2001-05,Fall
745,R11,CAP Canal at Cross-connect,cap,cap @ x con,10/18/2001,10/1/2001,,0.365,0.265,28.9,13.1,,,,,2001,2001-05,Fall
746,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,10/18/2001,10/1/2001,,0.249,0.205,25,16.5,,,,,2001,2001-05,Fall
747,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,10/18/2001,10/1/2001,,0.25,0.147,24.7,14.2,,,,,2001,2001-05,Fall
748,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,10/17/2001,10/1/2001,,0.362,0.346,8,7.6,,,,,2001,2001-05,Fall
749,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,10/17/2001,10/1/2001,,0.351,0.41,15.2,8.1,,,,,2001,2001-05,Fall
750,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,10/17/2001,10/1/2001,,0.736,0.733,28.9,12.7,,,,,2001,2001-05,Fall
751,R17,Deer Valley WTP treated water,srp,deer valley-treated,10/17/2001,10/1/2001,,,,,,,,,,2001,2001-05,Fall
752,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,10/17/2001,10/1/2001,,0.339,0.31,7.4,7.3,,,,,2001,2001-05,Fall
753,R19,Val Vista WTP treated water,srp,val vista-treated,10/17/2001,10/1/2001,,0.301,0.293,37.8,9.9,,,,,2001,2001-05,Fall
754,field_blank,field blank,,field,,10/1/2001,,,,,,,,,,2001,2001-05,Fall
755,lab_blank,laboratory blank,,lab,,10/1/2001,,,,,,,,,,2001,2001-05,Fall
756,R20,Verde River at Tangle,verde,verde abv horseshoe,,10/1/2001,,0.218,0.158,32.6,20.6,,,,,2001,2001-05,Fall
757,R25,verde river at beeline highway,verde,verde @ beeline,10/18/2001,10/1/2001,,0.299,0.246,20.1,23.2,,,,,2001,2001-05,Fall
758,R26,AZ Canal - 19th avenue,srp,az canal @ 19 ave.,10/17/2001,10/1/2001,,0.385,0.376,,,,,,,2001,2001-05,Fall
759,R1,CAP canal above Waddell Canal,cap,cap-siphon,11/13/2001,11/1/2001,,0.246,0.301,6.4,5,,,,,2001,2001-05,Fall
760,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,11/13/2001,11/1/2001,,0.28,0.179,24.2,4.2,,,,,2001,2001-05,Fall
761,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,11/13/2001,11/1/2001,,0.217,0.131,7.3,3.2,,,,,2001,2001-05,Fall
762,R3,Waddell Canal,cap,waddell canal,11/13/2001,11/1/2001,,0.222,0.194,5.2,1.5,,,,,2001,2001-05,Fall
763,R4,Cap Canal at 7th St.,cap,cap @ 7th st,11/14/2001,11/1/2001,,0.195,0.179,7.5,5.3,,,,,2001,2001-05,Fall
764,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,11/14/2001,11/1/2001,,0.187,0.188,4.4,3.5,,,,,2001,2001-05,Fall
765,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,11/13/2001,11/1/2001,,0.101,0.077,27.4,11.1,,,,,2001,2001-05,Fall
766,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,11/13/2001,11/1/2001,,0.226,0.141,13,5.9,,,,,2001,2001-05,Fall
767,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,11/13/2001,11/1/2001,,0.205,0.186,18.8,11.1,,,,,2001,2001-05,Fall
768,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,11/13/2001,11/1/2001,,0.212,0.165,15.9,8.5,,,,,2001,2001-05,Fall
769,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,11/15/2001,11/1/2001,,0.333,0.234,29,15.8,,,,,2001,2001-05,Fall
770,R9A,Saguaro Lake near inlet,salt,saguaro-epi,11/15/2001,11/1/2001,,0.264,0.237,13.7,6.3,,,,,2001,2001-05,Fall
771,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,11/15/2001,11/1/2001,,0.277,0.224,18.2,8.6,,,,,2001,2001-05,Fall
772,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,11/15/2001,11/1/2001,,0.291,0.226,16.3,9.6,,,,,2001,2001-05,Fall
773,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,11/15/2001,11/1/2001,,0.216,0.149,11.3,6.5,,,,,2001,2001-05,Fall
774,R11,CAP Canal at Cross-connect,cap,cap @ x con,11/15/2001,11/1/2001,,,,,,,,,,2001,2001-05,Fall
775,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,11/15/2001,11/1/2001,,0.179,0.138,18.5,11.7,,,,,2001,2001-05,Fall
776,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,11/15/2001,11/1/2001,,0.141,0.142,21,11.8,,,,,2001,2001-05,Fall
777,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,11/14/2001,11/1/2001,,0.576,0.532,16.9,11.4,,,,,2001,2001-05,Fall
778,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,11/14/2001,11/1/2001,,,0.135,,8.7,,,,,2001,2001-05,Fall
779,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,11/14/2001,11/1/2001,,,,15.9,9.1,,,,,2001,2001-05,Fall
780,R17,Deer Valley WTP treated water,srp,deer valley-treated,11/14/2001,11/1/2001,,,,,,,,,,2001,2001-05,Fall
781,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,11/14/2001,11/1/2001,,0.215,0.187,22.4,13.1,,,,,2001,2001-05,Fall
782,R19,Val Vista WTP treated water,srp,val vista-treated,11/14/2001,11/1/2001,,,0.141,,20.9,,,,,2001,2001-05,Fall
783,field_blank,field blank,,field,,11/1/2001,,0,0,1.4,4.5,,,,,2001,2001-05,Fall
784,lab_blank,laboratory blank,,lab,,11/1/2001,,,,,,,,,,2001,2001-05,Fall
785,R20,Verde River at Tangle,verde,verde abv horseshoe,,11/1/2001,,0.039,0.044,7.3,5.4,,,,,2001,2001-05,Fall
786,R25,verde river at beeline highway,verde,verde @ beeline,11/15/2001,11/1/2001,,0.229,0.083,24,12.4,,,,,2001,2001-05,Fall
787,R26,AZ Canal - 19th avenue,srp,az canal @ 19 ave.,11/14/2001,11/1/2001,,,,,,,,,,2001,2001-05,Fall
788,R1,CAP canal above Waddell Canal,cap,cap-siphon,12/11/2001,12/1/2001,,0.339,0.34,8,4.8,,,,,2001,2001-05,Fall
789,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,12/11/2001,12/1/2001,,0.285,0.262,13.3,9.1,,,,,2001,2001-05,Fall
790,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,12/11/2001,12/1/2001,,,,,,,,,,2001,2001-05,Fall
791,R3,Waddell Canal,cap,waddell canal,12/11/2001,12/1/2001,,0.327,0.301,46.1,2.4,,,,,2001,2001-05,Fall
792,R4,Cap Canal at 7th St.,cap,cap @ 7th st,12/13/2001,12/1/2001,,0.315,0.327,7.3,6.7,,,,,2001,2001-05,Fall
793,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,12/13/2001,12/1/2001,,0.31,0.328,6.4,5.7,,,,,2001,2001-05,Fall
794,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,12/13/2001,12/1/2001,,0.056,0.042,15.6,9.8,,,,,2001,2001-05,Fall
795,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,12/13/2001,12/1/2001,,0.222,0.184,14,11.3,,,,,2001,2001-05,Fall
796,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,12/13/2001,12/1/2001,,,,,,,,,,2001,2001-05,Fall
797,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,12/13/2001,12/1/2001,,0.201,0.188,24.3,13.3,,,,,2001,2001-05,Fall
798,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,12/12/2001,12/1/2001,,0.399,0.371,37.3,25.1,,,,,2001,2001-05,Fall
799,R9A,Saguaro Lake near inlet,salt,saguaro-epi,12/12/2001,12/1/2001,,0.279,0.206,13.7,8.3,,,,,2001,2001-05,Fall
800,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,12/12/2001,12/1/2001,,0.262,0.197,12.4,7.1,,,,,2001,2001-05,Fall
801,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,12/12/2001,12/1/2001,,0.256,0.224,12.6,8.3,,,,,2001,2001-05,Fall
802,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,12/12/2001,12/1/2001,,0.129,0.127,6.8,6.1,,,,,2001,2001-05,Fall
803,R11,CAP Canal at Cross-connect,cap,cap @ x con,12/12/2001,12/1/2001,,0.322,0.33,9.8,6,,,,,2001,2001-05,Fall
804,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,12/12/2001,12/1/2001,,0.16,0.097,14.2,10.8,,,,,2001,2001-05,Fall
805,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,12/12/2001,12/1/2001,,0.122,0.123,14.6,14.5,,,,,2001,2001-05,Fall
806,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,12/13/2001,12/1/2001,,0.117,0.081,11.5,7.1,,,,,2001,2001-05,Fall
807,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,12/13/2001,12/1/2001,,,0.048,,3.2,,,,,2001,2001-05,Fall
808,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,12/13/2001,12/1/2001,,1.267,1.199,9.5,5.2,,,,,2001,2001-05,Fall
809,R17,Deer Valley WTP treated water,srp,deer valley-treated,12/13/2001,12/1/2001,,,,,,,,,,2001,2001-05,Fall
810,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,12/13/2001,12/1/2001,,0.134,0.176,12.5,10.2,,,,,2001,2001-05,Fall
811,R19,Val Vista WTP treated water,srp,val vista-treated,12/13/2001,12/1/2001,,,0.602,,3.7,,,,,2001,2001-05,Fall
812,field_blank,field blank,,field,,12/1/2001,,0,0,4.2,5.6,,,,,2001,2001-05,Fall
813,lab_blank,laboratory blank,,lab,,12/1/2001,,,,,,,,,,2001,2001-05,Fall
814,R20,Verde River at Tangle,verde,verde abv horseshoe,,12/1/2001,,0,0,5.9,4.2,,,,,2001,2001-05,Fall
815,R25,verde river at beeline highway,verde,verde @ beeline,12/13/2001,12/1/2001,,0.12,0.108,11.8,9.7,,,,,2001,2001-05,Fall
816,R26,AZ Canal - 19th avenue,srp,az canal @ 19 ave.,12/13/2001,12/1/2001,,0.255,0.237,13.9,8.7,,,,,2001,2001-05,Fall
817,R1,CAP canal above Waddell Canal,cap,cap-siphon,1/15/2002,1/1/2002,,,,,,,,,,2002,2001-05,Winter
818,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,1/15/2002,1/1/2002,,0.283,0.265,6.1,5.1,,,,,2002,2001-05,Winter
819,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,1/15/2002,1/1/2002,,,,,,,,,,2002,2001-05,Winter
820,R3,Waddell Canal,cap,waddell canal,1/15/2002,1/1/2002,,0.336,0.304,7.3,2.3,,,,,2002,2001-05,Winter
821,R4,Cap Canal at 7th St.,cap,cap @ 7th st,1/17/2002,1/1/2002,,0.318,0.329,8.3,5,,,,,2002,2001-05,Winter
822,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,1/17/2002,1/1/2002,,0.31,0.29,7,5.8,,,,,2002,2001-05,Winter
823,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,1/15/2002,1/1/2002,,0.028,0.028,16.1,8.9,,,,,2002,2001-05,Winter
824,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,1/15/2002,1/1/2002,,0.213,0.187,19.1,9.3,,,,,2002,2001-05,Winter
825,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,1/15/2002,1/1/2002,,,,,,,,,,2002,2001-05,Winter
826,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,1/15/2002,1/1/2002,,0.19,0.146,23.7,11.8,,,,,2002,2001-05,Winter
827,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,1/16/2002,1/1/2002,,0.295,0.268,25.6,22.3,,,,,2002,2001-05,Winter
828,R9A,Saguaro Lake near inlet,salt,saguaro-epi,1/16/2002,1/1/2002,,0.276,0.208,9.7,7.7,,,,,2002,2001-05,Winter
829,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,1/16/2002,1/1/2002,,0.253,0.233,12.4,7,,,,,2002,2001-05,Winter
830,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,1/16/2002,1/1/2002,,0.264,0.202,12.1,8.5,,,,,2002,2001-05,Winter
831,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,1/16/2002,1/1/2002,,0.198,0.155,11.3,5.6,,,,,2002,2001-05,Winter
832,R11,CAP Canal at Cross-connect,cap,cap @ x con,1/16/2002,1/1/2002,,0.334,0.251,4.9,2.6,,,,,2002,2001-05,Winter
833,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,1/16/2002,1/1/2002,,0.12,0.111,9.4,9.1,,,,,2002,2001-05,Winter
834,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,1/16/2002,1/1/2002,,0.154,0.134,12.1,7.4,,,,,2002,2001-05,Winter
835,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,1/17/2002,1/1/2002,,0.619,0.525,,,,,,,2002,2001-05,Winter
836,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,1/17/2002,1/1/2002,,,,,,,,,,2002,2001-05,Winter
837,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,1/17/2002,1/1/2002,,0.316,0.327,9.1,5.1,,,,,2002,2001-05,Winter
838,R17,Deer Valley WTP treated water,srp,deer valley-treated,1/17/2002,1/1/2002,,,,,,,,,,2002,2001-05,Winter
839,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,1/17/2002,1/1/2002,,0.185,0.144,13.9,5.3,,,,,2002,2001-05,Winter
840,R19,Val Vista WTP treated water,srp,val vista-treated,1/17/2002,1/1/2002,,,0.132,,4,,,,,2002,2001-05,Winter
841,field_blank,field blank,,field,,1/1/2002,,0,0,5.1,4,,,,,2002,2001-05,Winter
842,lab_blank,laboratory blank,,lab,,1/1/2002,,,,,,,,,,2002,2001-05,Winter
843,R20,Verde River at Tangle,verde,verde abv horseshoe,,1/1/2002,,,,,,,,,,2002,2001-05,Winter
844,R25,verde river at beeline highway,verde,verde @ beeline,1/17/2002,1/1/2002,,0.039,0.027,10.1,7.6,,,,,2002,2001-05,Winter
845,R26,AZ Canal - 19th avenue,srp,az canal @ 19 ave.,1/17/2002,1/1/2002,,,,,,,,,,2002,2001-05,Winter
846,R1,CAP canal above Waddell Canal,cap,cap-siphon,2/12/2002,2/1/2002,,0.38,0.411,5.1,4.5,0.277,0.0226,-0.3,,2002,2001-05,Winter
847,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2/12/2002,2/1/2002,,0.351,0.327,14,3.3,0.186,0.0414,-0.227,,2002,2001-05,Winter
848,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,2/12/2002,2/1/2002,,0.294,0.28,9.7,6.1,0.1,0.0224,-0.122,,2002,2001-05,Winter
849,R3,Waddell Canal,cap,waddell canal,2/12/2002,2/1/2002,,0.392,0.362,8.5,7.4,0.246,0.0267,-0.273,,2002,2001-05,Winter
850,R4,Cap Canal at 7th St.,cap,cap @ 7th st,2/14/2002,2/1/2002,,0.439,0.375,12.9,2.2,0.548,0.0215,,,2002,2001-05,Winter
851,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,2/14/2002,2/1/2002,,0.431,0.408,6,3.6,0.301,0.0235,-0.325,,2002,2001-05,Winter
852,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,2/12/2002,2/1/2002,,0.047,0.045,13.4,7.2,0,0.0106,-0.011,,2002,2001-05,Winter
853,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,2/12/2002,2/1/2002,,0.245,0.239,18.4,12.1,0.061,0.0401,-0.101,,2002,2001-05,Winter
854,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,2/12/2002,2/1/2002,,0.221,0.203,17.9,11.4,0.084,0.0405,-0.125,,2002,2001-05,Winter
855,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,2/12/2002,2/1/2002,,0.166,0.143,15.6,8.7,0.049,0.0151,-0.064,,2002,2001-05,Winter
856,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,2/13/2002,2/1/2002,,0.268,0.226,20.3,16.4,0.095,0.036,-0.131,,2002,2001-05,Winter
857,R9A,Saguaro Lake near inlet,salt,saguaro-epi,2/13/2002,2/1/2002,,0.257,0.216,14.8,6.3,0.011,0.0187,-0.03,,2002,2001-05,Winter
858,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,2/13/2002,2/1/2002,,0.263,0.214,11.1,6.7,0.018,0.0213,-0.039,,2002,2001-05,Winter
859,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,2/13/2002,2/1/2002,,0.274,0.256,12.8,11.3,0.055,0.0428,-0.098,,2002,2001-05,Winter
860,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2/13/2002,2/1/2002,,0.189,0.173,9.4,8.3,0,0.0149,-0.015,,2002,2001-05,Winter
861,R11,CAP Canal at Cross-connect,cap,cap @ x con,2/13/2002,2/1/2002,,0.374,0.327,24,7.9,0.215,0.0272,-0.242,,2002,2001-05,Winter
862,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2/13/2002,2/1/2002,,0.207,0.14,15.1,8,0,0.0211,-0.021,,2002,2001-05,Winter
863,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2/13/2002,2/1/2002,,0.238,0.214,9.7,5.6,0.1,0.026,-0.126,,2002,2001-05,Winter
864,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2/14/2002,2/1/2002,,0.294,0.259,11.1,6.3,0.095,0.0314,-0.126,,2002,2001-05,Winter
865,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2/14/2002,2/1/2002,,,,,,,,,,2002,2001-05,Winter
866,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2/14/2002,2/1/2002,,0.248,0.192,13.2,6.5,0.038,0.0295,-0.068,,2002,2001-05,Winter
867,R17,Deer Valley WTP treated water,srp,deer valley-treated,2/14/2002,2/1/2002,,,,,,,,,,2002,2001-05,Winter
868,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2/14/2002,2/1/2002,,0.24,0.238,11.8,8.3,0.059,0.021,-0.08,,2002,2001-05,Winter
869,R19,Val Vista WTP treated water,srp,val vista-treated,2/14/2002,2/1/2002,,,0.183,,4.1,0.08,0.0275,-0.108,,2002,2001-05,Winter
870,field_blank,field blank,,field,,2/1/2002,,-0.016,-0.014,4.4,1.3,,,,,2002,2001-05,Winter
871,lab_blank,laboratory blank,,lab,,2/1/2002,,,,,,,,,,2002,2001-05,Winter
872,R20,Verde River at Tangle,verde,verde abv horseshoe,2/14/2002,2/1/2002,,0.147,0.073,9.9,6.6,0,0.0094,,,2002,2001-05,Winter
873,R25,verde river at beeline highway,verde,verde @ beeline,2/13/2002,2/1/2002,,0.12,0.079,9.9,8.4,0.041,0.0396,,,2002,2001-05,Winter
874,R26,AZ Canal - 19th avenue,srp,az canal @ 19 ave.,2/14/2002,2/1/2002,,0.275,0.238,11.6,8,,,,,2002,2001-05,Winter
875,R1,CAP canal above Waddell Canal,cap,cap-siphon,3/19/2002,3/1/2002,,0.435,0.387,5.5,3.3,0.296,0.0148,0.076,,2002,2001-05,Winter
876,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,3/19/2002,3/1/2002,,0.288,0.248,6.4,5.2,0.095,0.0161,0.137,,2002,2001-05,Winter
877,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,3/19/2002,3/1/2002,,0.355,0.304,6.6,5.4,0.08,0.0286,0.195,,2002,2001-05,Winter
878,R3,Waddell Canal,cap,waddell canal,3/19/2002,3/1/2002,,0.436,0.377,8.9,3.8,0.264,0.0073,0.106,,2002,2001-05,Winter
879,R4,Cap Canal at 7th St.,cap,cap @ 7th st,3/21/2002,3/1/2002,,0.459,0.387,7.6,4.7,0.286,0.0085,0.093,,2002,2001-05,Winter
880,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,3/21/2002,3/1/2002,,0.461,0.393,7.4,4.8,0.293,0.009,0.091,,2002,2001-05,Winter
881,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,3/19/2002,3/1/2002,,0.083,0.076,15.2,9.9,0,0,0.076,,2002,2001-05,Winter
882,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,3/19/2002,3/1/2002,,0.15,0.12,8.6,5.9,0,0.0158,0.104,,2002,2001-05,Winter
883,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,3/19/2002,3/1/2002,,0.337,0.223,20.2,11.4,0.076,0.0234,0.124,,2002,2001-05,Winter
884,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,3/19/2002,3/1/2002,,0.179,0.167,14.9,8.9,0.046,0.0107,0.11,,2002,2001-05,Winter
885,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,,3/1/2002,,0.827,0.23,,9,0,0.007,0.223,,2002,2001-05,Winter
886,R9A,Saguaro Lake near inlet,salt,saguaro-epi,,3/1/2002,,0.342,0.196,19.3,7.4,0,0,0.196,,2002,2001-05,Winter
887,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,,3/1/2002,,0.364,0.205,21.1,7.6,0.042,0.0085,0.155,,2002,2001-05,Winter
888,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,,3/1/2002,,,,,,,,,,2002,2001-05,Winter
